	Ca009STPN_Ca-009-ST_nasal_case-anterior	900223_Ca-101-ID_nasal_case-anterior	Ca010EBPN_Ca-010-EB_nasal_case-anterior	900462_Ca-146-SM_nasal_case-anterior	900053_Ca-011-LQ_nasal_case-anterior	900228_Ca-103-BT_nasal_case-anterior	900059_Ca-013-NN_nasal_case-anterior	900231_Ca-104-SB_nasal_case-anterior	900234_Ca-105-LX_nasal_case-anterior	900062_Ca-014-LB_nasal_case-anterior	900237_Ca-106-NM_nasal_case-anterior	900065_Ca-015-AM_nasal_case-anterior	900240_Ca-107-BM_nasal_case-anterior	900069_Ca-016-YT_nasal_case-anterior	900257_Ca-108-EJ_nasal_case-anterior	900072_Ca-017-OM_nasal_case-anterior	900484_Ca-153-MN_nasal_case-anterior	900075_Ca-018-AS_nasal_case-anterior	900080_Ca-019-EC_nasal_case-anterior	900275_Ca-110-LN_nasal_case-anterior	900083_Ca-020-AZ_nasal_case-anterior	900278_Ca-111-IN_nasal_case-anterior	900086_Ca-021-IM_nasal_case-anterior	900301_Ca-112-AM_nasal_case-anterior	900295_Ca-113-MN_nasal_case-anterior	900089_Ca-022-MS_nasal_case-anterior	900298_Ca-114-QT_nasal_case-anterior	900092_Ca-023-EJ_nasal_case-anterior	900304_Ca-115-OM_nasal_case-anterior	900095_Ca-024-ZM_nasal_case-anterior	900307_Ca-116-AN_nasal_case-anterior	900098_Ca-025-AC_nasal_case-anterior	900487_Ca-154-OS_nasal_case-anterior	900310_Ca-117-SM_nasal_case-anterior	900101_Ca-026-KM_nasal_case-anterior	900333_Ca-118-AS_nasal_case-anterior	900104_Ca-027-IM_nasal_case-anterior	900330_Ca-119-AM_nasal_case-anterior	900109_Ca-029-TD_nasal_case-anterior	900339_Ca-120-ST_nasal_case-anterior	900112_Ca-030-LM_nasal_case-anterior	900115_Ca-031-AN_nasal_case-anterior	900336_Ca-121-BT_nasal_case-anterior	900118_Ca-032-LN_nasal_case-anterior	900342_Ca-122-UK_nasal_case-anterior	900121_Ca-033-UD_nasal_case-anterior	900124_Ca-034-LS_nasal_case-anterior	900469_Ca-148-AL_nasal_case-anterior	900478_Ca-151-QR_nasal_case-anterior	900404_Ca-126-KB_nasal_case-anterior	900131_Ca-035-AR_nasal_case-anterior	900134_Ca-036-TK_nasal_case-anterior	900407_Ca-127-OM_nasal_case-anterior	900149_Ca-037-HM_nasal_case-anterior	900410_Ca-128-SN_nasal_case-anterior	900559_Ca-042-AM_nasal_case-anterior	900416_Ca-129-AJ_nasal_case-anterior	900413_Ca-130-PM_nasal_case-anterior	900556_Ca-043-SS_nasal_case-anterior	900419_Ca-131-PM_nasal_case-anterior	900580_Ca-045-HN_nasal_case-anterior	900422_Ca-132-LD_nasal_case-anterior	900571_Ca-046-MT_nasal_case-anterior	900425_Ca-133-LT_nasal_case-anterior	900574_Ca-047-MD_nasal_case-anterior	900106_Ca-028-PN_nasal_case-anterior	900430_Ca-135-NS_nasal_case-anterior	900432_Ca-136-OM_nasal_case-anterior	900428_Ca-134-IT_nasal_case-anterior	900577_Ca-047-MD_nasal_case-anterior	900583_Ca-049-LM_nasal_case-anterior	900589_Ca-050-MM_nasal_case-anterior	900438_Ca-137-TM_nasal_case-anterior	900586_Ca-051-AM_nasal_case-anterior	900493_Ca-155-LS_nasal_case-anterior	900592_Ca-052-LM_nasal_case-anterior	900435_Ca-138-SM_nasal_case-anterior	900595_Ca-053-NN_nasal_case-anterior	900441_Ca-139-OS_nasal_case-anterior	900612_Ca-054-RN_nasal_case-anterior	900444_Ca-140-EM_nasal_case-anterior	900623_Ca-055-LN_nasal_case-anterior	900447_Ca-141-TC_nasal_case-anterior	900450_Ca-142-AM_nasal_case-anterior	900626_Ca-056-DH_nasal_case-anterior	900453_Ca-143-ST_nasal_case-anterior	900456_Ca-144-HN_nasal_case-anterior	900459_Ca-145-LM_nasal_case-anterior	900466_Ca-147-LJ_nasal_case-anterior	900507_Ca-160-LB_nasal_case-anterior	Ca008HNPN_Ca-008-HN_nasal_case-anterior	900496_Ca-156-MV_nasal_case-anterior	Ca007NKPN_Ca-007-NK_nasal_case-anterior	900475_Ca-150-ZS_nasal_case-anterior	900502_Ca-158-LC_nasal_case-anterior	900505_Ca-159-AS_nasal_case-anterior	900472_Ca-149-LM_nasal_case-anterior	900510_Ca-161-OM_nasal_case-anterior	900126_Ca-009-ZN_nasal_case-anterior	900499_Ca-157-LM_nasal_case-anterior	900396_Ca-123-PG_nasal_case-anterior	9003962_Ca-123-PG_nasal_case-anterior	900399_Ca-125-IM_nasal_case-anterior	9003992_Ca-125-IM_nasal_case-anterior	900402_Ca-124-AB_nasal_case-anterior	9004022_Ca-124-AB_nasal_case-anterior	Ca006ONPN_Ca-006-ON_nasal_case-anterior	Ca006ONPN2_Ca-006-ON_nasal_case-anterior	Unknown
900296_Ca-114-QT_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02360174463	0	0	0	0	0	0	0.0999123663	0.01086345583	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01625412878	0	0	0	0	0	0	0	0	0	0	0	0	0	0.723118754	0	0	0	0	0	0	0.01976893392	0.01897619629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001489317526	0.02821226555	0	0	0	0	0	0	0	0.01057825746	0.03438782921	0	0	0	0	0	0	0	0	0	0	0.01283675046	0	0	0	0
900091_Ca-023-EJ_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05083120022	0.07476406297	0	0	0	0	0	0	0	0	0	0.08142904841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06576849521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08376974032	0	0	0.02577702348	0	0	0	0	0	0.003733349789	0	0	0	0.5	0	0	0	0	0	0.02328315791	0	0.06087437847	0	0	0.02976954322	0
900303_Ca-115-OM_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900094_Ca-024-ZM_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9703204114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02967958857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900306_Ca-116-AN_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09029744447	0	0	0	0	0	0	0.06409352377	0.1253363352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01063351197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2450297857	0.01049811599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002351653186	0	0	0	0	0	0	0	0.1132077678	0	0	0	0	0	0	0	0.008342973697	0	0.1685830497	0	0.01389259616	0	0	0.1477332423	0
900097_Ca-025-AC_skin_case-nonlesional	6.06E-07	0	1.20E-06	0	0.001793587251	1.10E-06	1.94E-06	0	1.53E-06	0.002401029715	0	5.45E-07	0	0.005894451397	0.005233197457	0	0	3.42E-07	0	6.43E-07	0.005206389779	0	0	0	0.00589857861	8.20E-07	1.73E-06	1.28E-06	0.003193651639	0	7.60E-07	1.32E-06	0	0	1.77E-06	0.006581651974	0	0	1.41E-06	0.001399774058	0	0.002423056967	1.72E-06	3.92E-07	0	0	0	0.005637050722	0	0	0	0.001937174305	0	0.0007353527999	0	3.72E-07	0	1.13E-06	8.98E-07	0	1.39E-06	0.0005189423506	0	0	0	0	0.004192807761	0	0	0.000991302372	0.003564080608	0	0.0004085742863	0	0	1.39E-06	0.006177025709	0	1.69E-06	0	1.93E-06	1.35E-06	0	0	1.47E-06	1.49E-07	1.37E-06	0	0.00790143821	0.006259883303	1.22E-06	0	0	0	0	0.007268137409	0	0	0.003869009583	0.9102449756	0	0	0	0	0.0002354110092	0	0	0	0
900486_Ca-154-OS_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08191585019	0	0	0	0	0	0	0.2001826994	0.02604837316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03376357747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08637074169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3040145581	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2677042	0	0	0	0	0	0	0	0
900225_Ca-102-IR_skin_case-nonlesional	0	0	0	0	0.007489191489	0	0.01702860146	0	0.0338806932	0.01420235408	0	0.004330635095	0	0.02763708863	0	0	0.01059948548	0.0006343245885	0	0.01202907821	0	0	0	0	0.01288263879	0.02148942486	0.005451108856	0.01632812208	0.01973453911	0.02630186675	0	0	0	0	0	0	0	0	0.0007107177218	0.03589341618	0.006821246807	0.0749771283	0	0.04305793113	0.002142220639	0.007101066051	0	0.07192194032	0	0	0.001263687109	0	0.01464948463	0.01344953598	0.01285096766	0.01443333798	0	0.0007028982958	0.006801153094	0.007780129715	0.02054332642	0.004637161325	0	0	0.004039711491	0	0	0	0	0.01959869622	0	0	0.07288301941	0	0	0.006609756124	0.080792	0	0.004756406749	0	0.01353775032	0.02573524462	0.01235535789	0	0	0.01899001815	0.005399213194	0	0.006617298627	0.0370815628	0.001411361105	0	0	0	0	0.02955518491	0.01460452777	0	0.01785476765	0.05842162095	0	0	0	0	0	0	0	0	0
900309_Ca-117-SM_skin_case-nonlesional	0	0.374009709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03723596062	0	0	0.06611395014	0	0	0	0	0	0	0.05323409163	0.001580288312	0	0	0	0	0	0	0	0	0	0	0	0.002764256151	0	0.1380840644	0	0	0	0	0.125990291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01265351797	0	0	0	0	0	0	0.05834847066	0.04048771918	0	0.06151563194	0	0.02798204902	0	0	0	0
900100_Ca-026-KM_skin_case-nonlesional	0	0	0	0.00994015655	0	0.003342459373	0	0	0	0	0	0	0.001337406099	0	0.01795089176	0.005275011635	0	0	0.004598644068	0	0	0	0	0.02122012254	0	0	0	0	0	0	0.0538775766	0.01336126342	0	0.0003930142055	0.008702516056	0	0	0	0	0	0.02911513633	0	0	0.01183084844	0	0.00264291195	0.03418217682	0	0.004601814552	0.03068106673	0.01130326405	0	0	0	0	0	0.01757528934	0	0.005509428731	0	0	0	0	0	0	0.01272969454	0	0.1378714559	0.05189454221	0	0.08062426522	0.03867352038	0	0	0	0.01017436409	0	0	0	0.02505062412	0	0.005359756516	0	0	0	0	0	0.007630325492	0	0	0	0	0	0	0	0	0.01127321725	0.05484069988	0.004231058227	0	0.0008867209232	0.004503786607	0.1151083006	0	0.06206078865	0.02473783537	0	0.06490804473	0
900332_Ca-118-AS_skin_case-nonlesional	0	0.1112604948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1769832014	0	0	0	0	0	0	0	0	0.1988175611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5129387428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900103_Ca-027-IM_skin_case-nonlesional	0	0	0	0	0	0	0	0	0.03247114006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03156079058	0	0	0	0	0	0	0.2111944927	0.08288560455	0	0	0	0	0.04164353416	0	0	0	0	0	0	0	0	0.007697845178	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07721155524	0	0	0	0	0	0.02180541898	0	0	0	0	0.07530739081	0	0	0	0	0	0	0	0	0	0	0	0	0.01058235346	0.05008026185	0	0.04938315257	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1621406604	0	0.1227005407	0	0.02308293538	0	0	0.0002523234675	0
900329_Ca-119-AM_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0.07021643943	0	0	0	0	0	0	0	0	0	0	0	0	0.1050167841	0	0	0	0	0	0	0.07499166468	0.007741415726	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07815389468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04428302128	0	0	0	0.03821843041	0	0	0	0	0	0	0	0	0	0	0	0	0.2696674157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1069953012	0	0.03321121944	0	0.1504466145	0	0	0.02105779887	0
900108_Ca-029-TD_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007036677654	0	0	0	0	0	0	0.06542448819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05225416616	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1315554392	0	0	0	0	0	0	0	0.02115194613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3071708553	0	0	0	0	0	0	0	0	0	0	0	0.08922236397	0	0	0	0	0	0	0.1264903954	0	0.0445061218	0	0	0.1551875462	0
900338_Ca-120-ST_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.135140958	0	0	0	0	0	0	0.06017798609	0.256650656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0566324544	0.05733442629	0	0.04549308552	0	0	0	0	0	0	0.03217001046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06151532935	0	0	0	0	0	0	0	0	0.1427128398	0	0	0	0	0	0	0	0	0.02508944425	0	0	0	0	0	0	0	0	0	0.05892511877	0	0.06277250733	0	0	0.005385183681	0
900111_Ca-030-LM_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007607675226	0	0	0	0	0	0	0.06571266433	0.1939451998	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2117543155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1176678567	0	0	0	0	0	0	0	0	0.02462072927	0	0	0	0	0	0	0	0.1348470592	0	0	0	0	0	0	0.2438444999	0
900114_Ca-031-AN_skin_case-nonlesional	0	0	0	0	0	0	0	0.04762596241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.15206798	0	0	0	0	0	0	0.01278799296	0.03449541364	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02893671321	0	0	0	0	0.05263095519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03005930649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07570729832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03872051511	0	0.02696786271	0.1964359163	0	0	0	0.3035640837	0
900335_Ca-121-BT_skin_case-nonlesional	0	0	9.04E-05	0	0.002109422175	0	0	0.004131957893	0.01162126477	0.0252972729	0	0.004109536176	0	0.02345860896	0.01169874699	0	0.001932096509	0.007347332156	0.02810619205	0.01505110008	0.00159289411	0	0	0.04574902725	0.00383846008	0.02394065548	0	0.02834911425	0.006895190108	0.01648181257	0.03505587876	0.02127365555	0	0	0.006986138552	0.007543878478	0	0	0.0008263866529	0.001051970646	0	0	0	0	0	0.03600661675	0	0.009761784006	0	0	0	0.01927072114	0.01487088352	0.01140204229	0.00490920985	0	0	0.001229973644	0.008936208358	0	0.001331363484	0.001821693952	0	0	0.00359124208	0.0453477504	0.02394907377	0	0	0.006582194234	0.1492466825	0	0.02546796339	0	0	0	0.02311703461	0	0.004970127409	0	0.000151518015	0	0.002361812137	0	0	0.02306598695	0.0162652514	0.002085809746	0.005744756912	0.007890218115	0.008463148825	0	0.008460851257	0.003721365477	0	0.02820269987	0	0.002846426048	0	0.00398434368	0.03715208039	0	0.03805135366	0	0.03944027223	0	0	0.04576058692	0
900117_Ca-032-LN_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006352250501	0	0	0	0	0	0	0.3547799641	0	0	0	0	0	0.06065903395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1270415227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08203851016	0.2366514271	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1324772914	0
900341_Ca-122-UK_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01073011647	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02652842874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4056046077	0	0	0	0	0	0.4798768642	0	0	0	0	0	0	0	0	0.06150897533	0	0	0	0	0	0	0	0	0	0.01575100758	0	0	0	0	0	0
900120_Ca-033-UD_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1808479652	0	0	0	0	0	0	0.4192790801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01758192634	0.0325416485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004560770978	0	0.2245517736	0	0.02793882205	0	0	0.09269801324	0
900123_Ca-034-LS_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122483822	0	0	0	0	0	0	0.3411936001	0.01986417142	0	0	0	0	0	0	0	0	0.03200717293	0	0	0	0	0	0	0	0	0	0	0	0.004313346578	0	0	0	0	0	0	0.03086930029	0	0	0	0	0	0	0.003788250191	0	0	0	0.02464842603	0	0	0	0	0	0	0	0	0	0	0	0	0.02876726554	0	0	0.04119119572	0	0	0	0	0	0	0.1588063999	0	0	0	0	0	0	0.037369926	0	0	0	0.1399388095	0	0	0.0147583138	0
900128_Ca-008-AF_skin_case-nonlesional	0	0	0	0.003287466819	0.02332325721	0.003414696247	0	6.07E-05	0.00132449314	0.01074639248	0	0.00336765737	0	0.006648581749	0.001196129643	0.001380267206	0.005412811306	0.003351352237	0.007911830377	0.005301713292	0.02182859807	0	0	0.008643400251	0	0.007138271408	0	0.002298086308	0.02283538657	0.0006343773158	0	0	0	0	0	0.01127905831	0.001305923174	0.0008957959576	0	0.01497351426	0	0.005435922117	0.005621712078	0	0.00598580452	0.006221649316	0	0.01960376336	0	0	0	0.02411194624	0.003610526037	0.02537650309	0.005319437686	0.001926595465	0	0.01488734273	0	0	0.003114875694	0.006019230706	0	0.003839838257	0.006066592619	0.01151526115	0.2194674594	0	0	0	0.02232318834	0	0.007328612356	0	0	0	0.003761867862	0	0.02381706531	0	0.005449240768	0	0	0	0	0.006350126856	0.009833564905	0	0.01139363495	0.005758843597	0.00488814858	0	0.1752508965	0.00175966886	0.003179916132	0.005862727479	0	0	0.004027135561	0	0.05249255257	0	0.1198385999	0	0	0	0	0	0
900055_Ca-012-LM_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07673345745	0	0	0	0	0	0	0.08008730671	0.03521479153	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2461548209	0	0	0	0	0.03318639682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01714441933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4217879508	0	0	0.08969085647	0
900468_Ca-148-AL_skin_case-nonlesional	0	0	0	0	0	0	0	0.4926265632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5073734368
900130_Ca-035-AR_skin_case-nonlesional	0	0	0	0	0	0	0.2421802434	0.06084175158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.696978005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900133_Ca-036-TK_skin_case-nonlesional	0	0.003955795005	0	0.01466303613	0.02671574748	0	0	0.003158377881	0.01916355429	0.009885669873	0	0.00129104116	0.004426890687	0.02727974575	0	0.002059548317	0.005004492869	0.02815701658	0.005062743103	0	0.02119421756	0	0.004789043281	0.2025031594	0	0.01821429896	0.001810231233	0.004494837476	0.003264108117	0.0002457054458	0.03638954723	0.02488753402	0	0	0.002962527271	0.00385524442	0.00662048006	0	0	0.02766369837	0	0.006432023247	0.005237368718	0	0	0.04157492161	0	0.001281211062	0	0	0.004593461427	0.005317022715	0	0.02559324809	0.007234953075	0	0	0.00450388143	0.007198512142	0.004154052933	0.006844097573	0.004252361127	0	0	0.006473600842	0.03979823866	0.001648987039	0	0	0	0.004609579458	0	0.000792916069	0	0	0	0.01193515368	0	0.00485158182	0	0	0	0	0	0.0005233243328	0.004102238488	0.07932075513	0	0.002733803326	0.003892813473	0.02343369612	0	0	0	0	0	0	0.02158286063	0.01722852391	0.008878436957	0	0	0.07143293556	0	0.06031895372	0	0	0.002506193675	0
900406_Ca-127-OM_skin_case-nonlesional	0	0	0.001666636309	0	0	0	0	0	0	0.02319239314	0	0	0.01583571956	0	0	0	0	0	0	0	0	0	0	0.68323186	0	0	0	0	0	0	0.004900550185	0.107724681	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01312790154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02701844549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02731865632	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09217465725	0	0.003808499154	0	0	0	0	0	0
900147_Ca-037-HM_skin_case-nonlesional	0	0	0.001603344083	0	0.00908967827	0	0	0	0.007433988885	0.01068008028	0	0.002585050967	0	0.02118725339	0	0	0	0.004321456302	0	0.0141898377	0.003983897073	0	0.005719127558	0.02493150839	0.003437142194	0.02981309647	0.001156759384	0.002524113274	0.008360117194	0.00421344435	0.1418382239	0.04300065214	0	0.004386137437	0	0.005941203021	0.01765198295	0	0.003962416585	0.003311081897	0.0004141678527	0	0	0.0006462446298	0.02627697532	0.02251825785	0.03932557529	0.02999082117	0	0.03912928711	0.002144174847	0.00375332226	0.004312168494	0.02691138213	0.001255176664	0.002101943793	0	0.00653395626	0.008170238808	0	0	0.02288391335	0.007725484547	0	0	0	0.003682557219	0	0	0.007692645204	0.004643269417	0	0.00242282168	0	0	0	0.02317077254	0	0.02296784551	0	0.006964765104	0	0	0	0.006625761428	0.009863343379	0.02263101298	0	0.00754419015	0.00326416118	0.004269512018	0	0.03627708868	0.005520817622	0	0.02263434373	0	0	0.000521186668	0.0009491698453	0.07860992474	0	0.02374337216	0.003768376196	0.03771355535	0	0	0.04510482311	0
900409_Ca-128-SN_skin_case-nonlesional	0	0	0	0	0.009320311944	0	0.0002135663127	0.007531473487	0.03884339347	0.008693341321	0	0.008025140706	0	0.03221528229	0.003714358211	0.0002437914172	0	0.00679715207	0.437187836	0	0.03911390099	0	0	0	0.008368928581	0.005802737683	0	0	0.0157422268	0.002389107875	0	0.006940944837	0	0	0	0	0.006747289863	0.004001808855	0	0.006485207433	0.02525345828	0.005822139628	0	0.006428679799	0.001145925021	0.001943508083	0	0.02482791734	0	0	0	0	0	0.01455343046	0.1070761802	0.005093331427	0	0.0232004495	0.003927917289	0.002475181376	0.001949076114	0.01762893276	0	0	0.0008190514226	0	0	0	0	0.00322591586	0.002733735094	0	0.01696054594	0	0	0	0.009021964195	0	0.004619736231	0	0.006360274144	0.001905345459	0.005967891019	0	0.01276059384	0.007759222399	0.004689402486	0	0.007685988646	0.009291764304	0	0	0	0.007123354493	0	0.001537710913	0	0	0	0.007833576108	0	0	0	0	0	0	0	0	0
900558_Ca-042-AM_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2957919928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7042080072
900415_Ca-129-AJ_skin_case-nonlesional	0	0	0.1931217311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0.3068782689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900412_Ca-130-PM_skin_case-nonlesional	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.275976855	0	0	0	0	0	0	0.1073039616	0.09420794386	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04268756006	0	0	0	0	0.07054830434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1246828434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06938631513	0	0	0.09644309364	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01156766883	0	0.1071954541	0	0	0	0	0	0
900555_Ca-043-SS_skin_case-nonlesional	0	0	0	0	0	0	0	0	0.01042485305	0	0	0	0	0	0.03223442682	0	0	0	0	0	0	0	0	0	0.001005270759	0	0.030408645	0	0	0	0	0	0	0	0	0	0	0	0	0.001524538181	0	0.01507961423	0	0	0.07990387003	0	0	0	0	0	0	0	0.0127358883	0	0	0.09200279924	0	0	0.03125615517	0.1176664899	0.03314658882	0	0	0	0.01544972929	0.1200102897	0.0002365751771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1463736625	0	0	0	0.02607901639	0.01671349094	0	0.02656806042	0	0.06238539851	0	0	0.0008566301851	0	0	0	0	0	0.02893851562	0	0	0.09899949175	0	0	0	0	0	0
